Year,Month,Risk
Year 2022,Mar,0.6125001
Year 2022,Mar,0.6250001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5875
Year 2022,Mar,0.5875
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.525
Year 2022,Mar,0.4750001
Year 2022,Mar,0.5000001
Year 2022,Mar,0.4750001
Year 2022,Mar,0.5000001
Year 2022,Mar,0.4750001
Year 2022,Mar,0.5500001
Year 2022,Mar,0.575
Year 2022,Mar,0.6000001
Year 2022,Mar,0.6000001
Year 2022,Mar,0.6000001
Year 2022,Mar,0.6250001
Year 2022,Mar,0.6250001
Year 2022,Mar,0.6250001
Year 2022,Mar,0.5875
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Mar,0.5625001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.6000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.525
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.525
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.525
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.65
Year 2022,Apr,0.65
Year 2022,Apr,0.6250001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.525
Year 2022,Apr,0.5500001
Year 2022,Apr,0.525
Year 2022,Apr,0.525
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4250001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.45
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4250001
Year 2022,Apr,0.45
Year 2022,Apr,0.4250001
Year 2022,Apr,0.525
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.4250001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4250001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.6000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.525
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.4750001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.5000001
Year 2022,Apr,0.575
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6000001
Year 2022,Apr,0.6250001
Year 2022,Apr,0.575
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.5000001
Year 2022,Apr,0.525
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.6000001
Year 2022,Apr,0.5500001
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,Apr,0.575
Year 2022,May,0.575
Year 2022,May,0.5500001
Year 2022,May,0.5500001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.5500001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.525
Year 2022,May,0.525
Year 2022,May,0.575
Year 2022,May,0.5500001
Year 2022,May,0.5500001
Year 2022,May,0.575
Year 2022,May,0.5500001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.525
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.525
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.5000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.525
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.575
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.4750001
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.5000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.5000001
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.6250001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.5000001
Year 2022,May,0.525
Year 2022,May,0.5000001
Year 2022,May,0.5500001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.575
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.525
Year 2022,May,0.5500001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.5500001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.4250001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.575
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.4875001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4250001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.4750001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.525
Year 2022,May,0.45
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.4875001
Year 2022,May,0.4875001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.5000001
Year 2022,May,0.5000001
Year 2022,May,0.525
Year 2022,May,0.6250001
Year 2022,May,0.575
Year 2022,May,0.525
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.5125
Year 2022,May,0.4875001
Year 2022,May,0.4875001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.575
Year 2022,May,0.6000001
Year 2022,May,0.5500001
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.5125
Year 2022,May,0.5125
Year 2022,May,0.4875001
Year 2022,May,0.4625001
Year 2022,May,0.45
Year 2022,May,0.45
Year 2022,May,0.525
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6250001
Year 2022,May,0.6000001
Year 2022,May,0.5500001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
Year 2022,May,0.6000001
